symbol,date,title,description,url
AAPL,2023-03-25 16:44:04+00:00,"Tim Cook Praises Apple's 'Symbiotic' Relationship With China, Despite Country's Increasing Tensions With The U.S","Apple Inc AAPL CEO Tim Cook praised China for its rapid innovation and long ties with the California-based iPhone maker despite rising tensions between China and the U.S., according to recent report from Bloomberg. While speaking at the high-profile China Dev…",https://biztoc.com/x/8f8c918a7dc3572d
AAPL,2023-03-25 16:00:00+00:00,3 Robinhood Stocks to Buy Right Now,You might be surprised by some of these top picks on Robinhood.,https://www.fool.com/investing/2023/03/25/3-robinhood-stocks-to-buy-right-now/
AAPL,2023-03-26 22:51:18+00:00,Adobe Creative Cloudコンプリートなどが最大31%OFFとなる「新生活応援SALE」が4月7日まで開催中。,"Adobe Creative Cloudコンプリートなどが最大31%OFFとなる「新生活応援SALE」が4月7日まで開催されています。詳細は以下から。 　Adobeは日本時間2023年03月25日から4月7日まで、Ad
The post Adobe Creative Cloudコンプリートなどが最大31%OFFとなる「新生活応援SALE」が4月7日まで開催中。 first appeared on AAPL Ch..",https://applech2.com/archives/20230327-adobe-sale-april-2023.html
AAPL,2023-03-26 22:33:38+00:00,遭IQE搶單？聯亞：未收到任何通知 出貨一切正常,天風國際分析師郭明錤近期指出，英國磊晶大廠 IQE 將取代聯亞 (3081-TW)，成為蘋果 (AAPL-US) iPhone 15 系列的近接感測器 (Proximity sensor) 的磊晶片供應商，聯亞今 (27,https://tw.stock.yahoo.com/news/%E9%81%ADiqe%E6%90%B6%E5%96%AE-%E8%81%AF%E4%BA%9E-%E6%9C%AA%E6%94%B6%E5%88%B0%E4%BB%BB%E4%BD%95%E9%80%9A%E7%9F%A5-%E5%87%BA%E8%B2%A8-%E5%88%87%E6%AD%A3%E5%B8%B8-063338848.html
AAPL,2023-03-26 20:02:08+00:00,Apple's Top Execs Converge At Steve Jobs Theater To Take Stock Of Progress On Mixed Reality Headset,"Although Apple, Inc.’s AAPL long-awaited mixed reality headset has cost the company eight years and has yet to see the light of the day, a new report hints at an imminent launch. What Happened: Apple’s highest-ranking executives, otherwise known as the “Top 1…",https://biztoc.com/x/236c478c61399316
AAPL,2023-03-27 22:50:33+00:00,macOS 13.3 VenturaではApple Silicon搭載のMacBook Proで新しいSDカードやTranscendなどが発売するSD拡張ストレージ使用前に承認が必要となっているので注意を。,"macOS 13.3 Venturaでは、Apple Silicon搭載のMacBookで新しいSDカードやTranscendなどが発売するSD拡張ストレージ使用前に承認が必要となっています。詳細は以下から。 　App
The post macOS 13.3 VenturaではApple Silicon搭載のMacBook Proで新しいSDカードやTranscendなどが発売するSD拡張ストレージ使用前に承認が必要となっているので注意を。 first appeared on AAPL Ch..",https://applech2.com/archives/20230328-macos-13-3-ventura-sd-cards-require-user-approval.html
AAPL,2023-03-27 21:48:56+00:00,Apple、21個の新しい絵文字とトラックパッドジェスチャが反応しなくなる不具合、複数の脆弱性を修正した「macOS 13.3 Ventura Build 22E252」をリリース。,"Appleが21個の新しい絵文字とトラックパッドジェスチャが反応しなくなる不具合、複数の脆弱性を修正した「macOS 13.3 Ventura Build 22E252」をリリースしています。詳細は以下から。 　App
The post Apple、21個の新しい絵文字とトラックパッドジェスチャが反応しなくなる不具合、複数の脆弱性を修正した「macOS 13.3 Ventura Build 22E252」をリリース。 first appeared on AAPL Ch..",https://applech2.com/archives/20230328-macos-13-3-ventura-build-22e252-now-available.html
AAPL,2023-03-27 21:38:47+00:00,"Bank Stocks Lift Dow, S&P 500","U.S. equities finished mixed, with bank stocks jumping after First Citizens BancShares bought a large portion of the assets and deposits of collapsed Silicon Valley Bank, and on signs the turmoil in the sector caused by the failure of SVB and Signature Bank i…",https://www.investopedia.com/bank-stocks-lift-dow-s-and-p-500-7371941
AAPL,2023-03-28 23:00:14+00:00,Stocks To Keep in Your Portfolio for the Next 30 Years,The best long-term stocks are in stable industries and look to offer steady gains that will keep your money growing. Consider these top picks for the long...,https://finance.yahoo.com/news/stocks-keep-portfolio-next-30-230014686.html
AAPL,2023-03-28 22:59:43+00:00,Apple Launches Apple Pay Later in the US,Apple Inc. has announced the delayed launch of its Apple Pay Later scheme.,https://www.investopedia.com/apple-buy-now-pay-later-7372440
AAPL,2023-03-28 22:12:23+00:00,Apple、開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 1を公開。,"Appleが開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 1を公開しています。詳細は以下から。 　Appleは現地時間2023年03月27日、複数の不具合と脆弱性を
The post Apple、開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 1を公開。 first appeared on AAPL Ch..",https://applech2.com/archives/20230329-macos-13-4-ventura-build-22f5027f-now-available.html
AAPL,2023-03-29 23:21:00+00:00,Pomerantz Law Firm Investigates Claims on Behalf of Apple iPhone 7 Owners who Suffered Performance Degradation Following a Device Update - AAPL,"NEW YORK, March 29, 2023 (GLOBE NEWSWIRE) -- Pomerantz LLP is investigating claims on behalf of Apple iPhone 7 owners that updated their devices from iOS 14 to iOS 15 and suffered a performance degradation in their devices following the update. Such device ow…",https://www.globenewswire.com/news-release/2023/03/29/2637226/1087/en/Pomerantz-Law-Firm-Investigates-Claims-on-Behalf-of-Apple-iPhone-7-Owners-who-Suffered-Performance-Degradation-Following-a-Device-Update-AAPL.html
AAPL,2023-03-29 22:51:28+00:00,: Disney slices more than 300 streaming jobs in China: report,"Walt Disney Co. DIS has axed more than 300 streaming employees in China, the latest purge in its cost-cutting program to eliminate 7,000 jobs that started in earnest this week. The layoffs affected employees working in personalization, search and customer ide…",https://www.marketwatch.com/story/disney-slices-more-than-300-streaming-jobs-in-china-report-ab604aee
AAPL,2023-03-29 22:35:09+00:00,Epic and Apple Make Metaverse Advances. Bad News for Meta.,"Fortnite maker Epic just launched new software tools to help build the metaverse, while a likely new headset from Apple could one day dominate the market. That leaves Meta Platforms in a tough spot.",https://www.barrons.com/articles/metaverse-apple-headset-epic-meta-e80bafe0
AAPL,2023-03-30 23:27:52+00:00,最新のmacOSデザインガイドラインを反映したアイコンとApple Silicon MacでRHEL 9.1をサポートした「Parallels Desktop v1.8.2 for Mac App Store Edition」がリリース。,"最新のmacOSデザインガイドラインを反映したアイコンとApple Silicon MacでRHEL 9.1をサポートした「Parallels Desktop v1.8.2 for Mac App Store Edit
The post 最新のmacOSデザインガイドラインを反映したアイコンとApple Silicon MacでRHEL 9.1をサポートした「Parallels Desktop v1.8.2 for Mac App Store Edition」がリリース。 first appeared on AA…",https://applech2.com/archives/20230331-parallels-desktop-for-mac-app-store-edition-update.html
AAPL,2023-03-30 21:58:41+00:00,"Market Rally Continues on Banking, Inflation Optimism","The rally in U.S. equities continued for a second straight day on March 30, 2023, with positivity regarding the banking sector and interest rates.",https://www.investopedia.com/market-rally-continues-on-banking-inflation-optimism-7373549
AAPL,2023-03-30 21:50:26+00:00,台股收盤／記憶體族群續強！指數漲18點收15868點　月線連三紅,記者戴玉翔／台北報導 美股4大指數週四全面反彈，台股今（31）日為清明連假前最後交易日，市場觀望氣氛濃厚，在記憶體族群領漲下，指數開高走高，盤中漲逾百點，一度來到15,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E6%94%B6%E7%9B%A4-%E8%A8%98%E6%86%B6%E9%AB%94%E6%97%8F%E7%BE%A4%E7%BA%8C%E5%BC%B7-%E6%8C%87%E6%95%B8%E6%BC%B218%E9%BB%9E%E6%94%B615868%E9%BB%9E-%E6%9C%88%E7%B7%9A%E9%80%A3%E4%B8%89%E7%B4%85-055026856.html
AAPL,2023-03-31 23:29:33+00:00,Amazon新生活セールで、AnkerやBelkinのThunderbolt 4 DockやUSB急速充電器、iPhoneにマグネット接続可能なMagGoシリーズがセール中。,"Amazonの新生活セールで、AnkerやBelkinのThunderbolt 4 DockやUSB急速充電器、iPhoneにピッタリ作っつくマグネット式のMagGoシリーズがセールとなっています。詳細は以下から。 　
The post Amazon新生活セールで、AnkerやBelkinのThunderbolt 4 DockやUSB急速充電器、iPhoneにマグネット接続可能なMagGoシリーズがセール中。 first appeared on AAPL Ch..",https://applech2.com/archives/20230401-amazon-thunderbolt4-and-charger-sale.html
AAPL,2023-03-31 22:39:01+00:00,How to Invest in Apple Stock,Get step-by-step guidance on investing in Apple stock and learn the ins and outs of this behemoth tech company.,https://www.fool.com/investing/how-to-invest/stocks/how-to-invest-in-apple-stock/
AAPL,2023-03-31 21:29:58+00:00,How to Invest in Epic Games,"Explore opportunities for investing in Epic Games, and the ins and outs of this entertainment company.",https://www.fool.com/investing/how-to-invest/stocks/how-to-invest-in-epic-games/
AAPL,2023-04-01 16:24:06+00:00,"GM plans to phase out Apple CarPlay in EVs, with Google's help","General Motors plans to phase out widely used Apple (AAPL) CarPlay and Android Auto technologies that allow drivers to bypass a vehicle’s infotainment system, shifting instead to built-in infotainment systems developed with Google (GOOG) for future electric v…",https://biztoc.com/x/ce0eed50fd301d7a
AAPL,2023-04-01 16:00:10+00:00,"GM plans to phase out Apple CarPlay in EVs, with Google’s help","General Motors plans to phase out widely used Apple (AAPL) CarPlay and Android Auto technologies that allow drivers to bypass a vehicle’s infotainment system, shifting instead to built-in infotainment systems developed with Google (GOOG) for future electric v…",https://biztoc.com/x/f165bfa4919c6f0b
AAPL,2023-04-01 16:00:00+00:00,"David Gardner on Rule Breakers, Rule Makers, and Financial Freedom For All","Before you make the rules, you might have to break the rules.   Chris Hill talks with David Gardner, co-founder of The Motley Fool and Chief Rule Breaker, about: - How he taught his children to invest - Memorable financial lessons from April Fool’s Day pranks…",https://fool.libsyn.com/david-gardner-on-rule-breakers-rule-makers-and-financial-freedom-for-all
AAPL,2023-04-02 16:20:14+00:00,"'I've never seen anything like this:' One of China's most popular apps has the ability to spy on its users, say experts","While many apps collect vast troves of user data, sometimes without explicit consent, experts say Chinese e-commerce giant Pinduoduo has taken violations of privacy and data security to the next level.",https://www.cnn.com/2023/04/02/tech/china-pinduoduo-malware-cybersecurity-analysis-intl-hnk/index.html
AAPL,2023-04-02 13:17:45+00:00,Apple's headset will land at a shaky time for the metaverse,"Apple is set to jump into the VR/AR race, but the metaverse is facing it's biggest challenge yet.",https://finance.yahoo.com/news/apples-headset-will-land-at-a-shaky-time-for-the-metaverse-131745582.html
AAPL,2023-04-02 11:47:01+00:00,macOS 13.3 VenturaではNFC/NFD問題が再発し、濁音やアクセント記号が付いたファイルをダブルクリックしてもアプリで開けない不具合があるので注意を。,"macOS 13.3 VenturaではNFD/NFC問題が復活し、濁音やアクセント記号が付いたファイルをダブルクリックしてもアプリで開けない不具合があるので注意してください。詳細は以下から。 　Appleは2017年
The post macOS 13.3 VenturaではNFC/NFD問題が再発し、濁音やアクセント記号が付いたファイルをダブルクリックしてもアプリで開けない不具合があるので注意を。 first appeared on AAPL Ch..",https://applech2.com/archives/20230402-nfd-and-nfc-issues-in-macos-13-3-ventura.html
AAPL,2023-04-03 23:30:45+00:00,Mac miniを液晶モニターとアームの間に設置できるVESAマウント「HumanCentric Dual VESA Mount Compatible With Mac Mini」が初場。,"Mac miniを液晶モニターとアームの間に設置できるVESAマウント「HumanCentric Dual VESA Mount Compatible With Mac Mini」が初場されています。詳細は以下から。
The post Mac miniを液晶モニターとアームの間に設置できるVESAマウント「HumanCentric Dual VESA Mount Compatible With Mac Mini」が初場。 first appeared on AAPL Ch..",https://applech2.com/archives/20230404-humancentric-dual-vesa-mount-for-mac-mini.html
AAPL,2023-04-03 23:02:05+00:00,CFPB director Chopra says FSOC must 'seriously consider' big tech oversight,"After the collapse of one of the tech world's favorite financial institutions, a top regulator suggests big tech firms themselves could be subject to the...",https://finance.yahoo.com/news/cfpb-director-chopra-says-fsoc-must-seriously-consider-big-tech-oversight-230205724.html
AAPL,2023-04-03 22:09:42+00:00,: Apple slices small number of retail jobs: report,"Apple Inc. AAPL is shaving an unspecified number of jobs within its corporate retail teams, according to a Bloomberg report on Monday. In what amounts to the first internal cuts at the company, Apple shed members of its development and preservation teams, acc…",https://www.marketwatch.com/story/apple-slices-small-number-of-retail-jobs-report-3fe46a12
AAPL,2023-04-04 23:04:06+00:00,"Time To Buy? Apple Watch Tops Rolex In Latest Teens Survey: Jim Cramer Lauds Apple, Nike, Meta As 'Unassailable' - Apple (NASDAQ:AAPL)","Piper Sandler has released its 2023 Gen Z survey of nearly 6,000 teens. Jim Cramer highlighted three stocks as buys following the report. What To Know: Cramer touched on several key takeaways from the teens survey related to Apple Inc AAPL, Nike Inc NKE and M…",https://biztoc.com/x/5bc761e1436ed15a
AAPL,2023-04-04 22:42:57+00:00,米Anker、トランスフォーマーとコラボしたUSB急速充電器「Anker 735 Charger」やモバイルプロジェクター「Nebula Capsule 3 Laser」を発売。,"米AnkerがトランスフォーマーとコラボしたUSB急速充電器「Anker 735 Charger」やモバイルプロジェクター「Nebula Capsule 3 Laser」を発売しています。詳細は以下から。 　米Anke
The post 米Anker、トランスフォーマーとコラボしたUSB急速充電器「Anker 735 Charger」やモバイルプロジェクター「Nebula Capsule 3 Laser」を発売。 first appeared on AAPL Ch..",https://applech2.com/archives/20230405-anker-x-transformers-charger-and-projector.html
AAPL,2023-04-04 20:58:07+00:00,"Congressional leaders set to warn Hollywood, Silicon Valley leaders on China ties",Federal lawmakers concerned about ties between American companies and China are meeting with executives including Disney CEO Bob Iger and Apple CEO Tim Cook.,https://finance.yahoo.com/news/congressional-leaders-set-to-warn-hollywood-silicon-valley-leaders-on-china-ties-205807182.html
AAPL,2023-04-05 22:53:00+00:00,ChatGPT and Bard are telling this hedge-fund manager to avoid AI stocks now,"'Too many investors are piling into the same handful of companies, driving up valuations,' ChatGPT tells Cody Willard.",https://www.marketwatch.com/story/chatgpt-and-bard-are-telling-this-hedge-fund-manager-to-avoid-ai-stocks-now-71424c5f
AAPL,2023-04-05 22:50:22+00:00,Kindleストアの「2023年度春のIT書合同フェア」でプログラミングやWeb、ネットワーク関連の書籍が本日まで最大50%OFFセール中。,"Kindleストアなどで開催されている「2023年度春のIT書合同フェア」でプログラミングやWeb、ネットワーク関連の書籍が本日04月06日まで最大50%OFFセールとなっています。詳細は以下から。 　Kindleスト
The post Kindleストアの「2023年度春のIT書合同フェア」でプログラミングやWeb、ネットワーク関連の書籍が本日まで最大50%OFFセール中。 first appeared on AAPL Ch..",https://applech2.com/archives/20230406-kindle-it-sale.html
AAPL,2023-04-05 22:15:21+00:00,"Following ChatGPT Announcement, These Artificial Intelligence Focused ETFs Show Strong Gains","Microsoft Corp (NASDAQ: MSFT) backed OpenAI's ChatGPT chatbot, which grabbed the attention of the global tech sector in early 2023, adept at answering...",https://finance.yahoo.com/news/following-chatgpt-announcement-artificial-intelligence-221521015.html
AAPL,2023-04-06 22:32:40+00:00,Macで実行中のアプリのリストを複数の場所に表示できるミニDockのようなアプリ「RunningAppList」がMac App Storeでリリース。,"Macで実行中のアプリのリストを複数の場所に表示できるミニDockのようなアプリ「RunningAppList」がMac App Storeでリリースされています。詳細は以下から。 　RunningAppListはNi
The post Macで実行中のアプリのリストを複数の場所に表示できるミニDockのようなアプリ「RunningAppList」がMac App Storeでリリース。 first appeared on AAPL Ch..",https://applech2.com/archives/20230407-runningapplist-mini-dock.html
AAPL,2023-04-06 20:40:41+00:00,Company Close Updates: Best Buy Co. Inc. stock underperforms Thursday when compared to competitors,"Shares of Best Buy Co. Inc. slid 1.57% to $75.08 Thursday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://www.marketwatch.com/data-news/best-buy-co-inc-stock-underperforms-thursday-when-compared-to-competitors-5f63bea0-8ffe77135bcd
AAPL,2023-04-06 20:04:52+00:00,What Is the Law of Supply and Demand?,Learn about this fundamental rule of economics and how it affects everything from prices to competition.,https://www.fool.com/terms/s/supply-and-demand/
AAPL,2023-04-07 23:52:54+00:00,Apple、WebKitのゼロデイ脆弱性を修正した「Safari v16.4.1」をmacOS 11 Big SurとmacOS 12 Monterey向けにリリース。,"AppleがWebKitのゼロデイ脆弱性を修正した「Safari v16.4.1」をmacOS 11 Big SurとmacOS 12 Monterey向けにリリースしています。詳細は以下から。 　Appleは現地時間
The post Apple、WebKitのゼロデイ脆弱性を修正した「Safari v16.4.1」をmacOS 11 Big SurとmacOS 12 Monterey向けにリリース。 first appeared on AAPL Ch..",https://applech2.com/archives/20230408-safari-v16-4-1-for-macos-big-sur-and-monterey.html
AAPL,2023-04-07 23:04:37+00:00,Apple、複数の不具合と2件のゼロデイ脆弱性を修正した「macOS 13.3.1 Ventura (22E261)」をリリース。,"Appleが複数の不具合とWebKitのゼロデイ脆弱性を修正した「macOS 13.3.1 Ventura (22E261)」をリリースしています。詳細は以下から。 　Appleは現地時間2023年04月07日、iPh
The post Apple、複数の不具合と2件のゼロデイ脆弱性を修正した「macOS 13.3.1 Ventura (22E261)」をリリース。 first appeared on AAPL Ch..",https://applech2.com/archives/20230408-macos-13-3-1-ventura-fixed-two-zero-days.html
AAPL,2023-04-07 22:30:40+00:00,Apple、複数の不具合とWebKitなどのゼロデイ脆弱性を修正した「iOS/iPadOS 16.4.1 (20E252)」をリリース。,"Appleが複数の不具合とWebKitのゼロデイ脆弱性を修正した「iOS/iPadOS 16.4.1 (20E252)」をリリースしています。詳細は以下から。 　Appleは現地時間2023年04月07日、iPhone
The post Apple、複数の不具合とWebKitなどのゼロデイ脆弱性を修正した「iOS/iPadOS 16.4.1 (20E252)」をリリース。 first appeared on AAPL Ch..",https://applech2.com/archives/20230408-ios-16-4-1-fixed-two-zero-days.html
AAPL,2023-04-08 20:42:06+00:00,Tim Cook Shares The One Thing He's Copied From Steve Jobs As Apple's CEO: 'He Expected It Everywhere In The Company',"In a recent interview with GQ, Apple Inc AAPL CEO Tim Cook revealed the one secret he learned from his predecessor Steve Jobs that is still used to this day. In a wide-ranging interview with the publication, Cook said that he admired how Jobs held everyone at…",https://biztoc.com/x/b3874aa2980e705d
AAPL,2023-04-08 14:07:36+00:00,Big Tech Is Looking Up. Earnings Could Still Hurt.,"The first quarter was a profitable one for tech stocks, but now Big Tech has to report earnings—and investors might not love what they see.",https://www.barrons.com/articles/apple-nvidia-netflix-tech-stocks-earnings-2424eeae
AAPL,2023-04-08 13:15:00+00:00,Here's How Amazon Could Become a $5 Trillion Stock Within a Decade,Amazon's shareholders could be set for a monster gain over the next 10 years.,https://www.fool.com/investing/2023/04/08/heres-amazon-could-become-5-trillion-stock-decade/
AAPL,2023-04-09 18:54:05+00:00,Apple Issues New Warnings To Store Employees Over Unionization,"Apple, Inc. AAPL store employees have taken baby steps toward unionizing, with two stores having successfully partnered with employee union groups. With unionizing efforts underway at several other store locations, the tech giant is planning to clamp down wit…",https://biztoc.com/x/d5079e836797bc5b
AAPL,2023-04-09 11:30:00+00:00,3 Dividend Stocks Billionaires Seem to Love,It sometimes pays to follow the lead of successful people.,https://www.fool.com/investing/2023/04/09/3-dividend-stocks-billionaires-seem-to-love/
AAPL,2023-04-09 11:22:00+00:00,A Bull Market Is Coming: 1 FAANG Stock-Heavy Index Fund to Buy Now,This FAANG stock-heavy index fund could skyrocket when the next bull market comes around.,https://www.fool.com/investing/2023/04/09/bull-market-coming-1-faang-index-fund-to-buy-now/
AAPL,2023-04-10 22:24:03+00:00,Markets Mixed With Inflation Data and Earnings Ahead,"U.S. equities finished mixed on April 10, 2023, ahead of key reports on inflation and the start of the first quarter earnings season.",https://www.investopedia.com/markets-mixed-with-inflation-data-and-earnings-ahead-7377804
AAPL,2023-04-10 21:23:53+00:00,"Company Close Updates: Snap Inc. stock falls Monday, underperforms market","Shares of Snap Inc. slipped 1.89% to $10.36 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",https://www.marketwatch.com/data-news/snap-inc-stock-falls-monday-underperforms-market-f9b9d43b-a002a53ffc53
AAPL,2023-04-10 21:15:59+00:00,Top Tech Penny Stocks for Q2 2023,"The top tech penny stocks include Rackspace Technology for best value, Grab Holdings for fastest growth, and DiDi Global for best performance.",https://www.investopedia.com/top-tech-penny-stocks-q2-2023-7377254
AAPL,2023-04-11 21:26:11+00:00,Apple、開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 2を公開。,"Appleが開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 2を公開しています。詳細は以下から。 　Appleは現地時間2023年04月07日、複数の不具合とゼロデイ
The post Apple、開発者向けに「macOS 13.4 Ventura」や「iOS/iPadOS 16.5」のBeta 2を公開。 first appeared on AAPL Ch..",https://applech2.com/archives/20230412-macos-13-4-ventura-beta-2-build-22f5037d-now-available.html
AAPL,2023-04-11 21:23:51+00:00,Company Close Updates: Snap Inc. stock outperforms competitors on strong trading day,"Shares of Snap Inc. advanced 1.93% to $10.56 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",https://www.marketwatch.com/data-news/snap-inc-stock-outperforms-competitors-on-strong-trading-day-8ebee4ad-3b8a26518ec9
AAPL,2023-04-11 21:07:00+00:00,Bets against U.S. stocks swell to highest level since 2011. History shows that’s actually good news for markets.,"Traders are growing increasingly confident that U.S. stocks are headed for a selloff, but history shows the opposite is more likely, according to one analysis.",https://www.marketwatch.com/story/bets-against-u-s-stocks-swell-to-highest-level-since-2011-history-shows-thats-actually-good-news-for-markets-9f6237e6
AAPL,2023-04-12 22:25:34+00:00,Pennsylvania Farmer Behind $5 Trillion Trend Speaks Out: I Created A Monster,"Add up the market valuation of Apple Inc. (NASDAQ: AAPL), all the cryptos in the world and entrepreneur Jeff Bezos’s fortune, and you get to over $3 trillion...",https://finance.yahoo.com/news/pennsylvania-farmer-behind-5-trillion-222534664.html
AAPL,2023-04-12 22:24:39+00:00,iPhone/iPad対応のフォトエディタ「Pixelmator Photo」がAI機能を強化し名前を「Photomator」にリネーム。,"iPhone/iPad対応のフォトエディタ「Pixelmator Photo」がAI機能を強化し名前を「Photomator」にリネームしたと発表しています。詳細は以下から。 　リトアニアのPixelmator Tea
The post iPhone/iPad対応のフォトエディタ「Pixelmator Photo」がAI機能を強化し名前を「Photomator」にリネーム。 first appeared on AAPL Ch..",https://applech2.com/archives/20230413-pixelmator-photo-new-name-photomator.html
AAPL,2023-04-12 20:20:06+00:00,What You Missed On Wall Street On Wednesday,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id3693606/EMR;NATI;TRTN;BIP;TESS;WBD;F;GM;HMC;NSANY;TM;TSLA;DDAIF;VWAGY;STLA;RIVN;LCID;PSNY;MDB;AUDC;SHOP;CFLT;LMT;META;FANG;CG;FRC;DOW;CNM;CUTR;CRUS;MIRM;AAL;INMD;APOG;THTX;SSKN-What-You-Missed-On-Wall-Street-On-Wednesday
AAPL,2023-04-13 21:14:19+00:00,國民黨擬5／20完成徵召 柯志恩揭民調進度 曝郭難出線,迎戰2024總統大選，國民黨徵召人選呼之欲出，新北市長侯友宜成黨內共識，國民黨團智庫執行長柯志恩近日在訪美行程會見華僑時透露，「應在5月20日，最晚6月中旬正式徵召出候選人」，對於會不會徵召鴻海創辦人郭台銘，關鍵在他的民調必須在一個月內贏過侯，但時間太短，郭台銘應該不至於有這樣的機會。,https://tw.news.yahoo.com/%E5%9C%8B%E6%B0%91%E9%BB%A8%E6%93%AC5-20%E5%AE%8C%E6%88%90%E5%BE%B5%E5%8F%AC-%E6%9F%AF%E5%BF%97%E6%81%A9%E6%8F%AD%E6%B0%91%E8%AA%BF%E9%80%B2%E5%BA%A6-%E6%9B%9D%E9%83%AD%E9%9B%A3%E5%87%BA%E7%B7%9A-051419131.html
